Name,Device ID,Scheduled Time,Issued Time,Response Time,Duration (minutes),Location,[5_SAQ] Currently I don't feel entangled in my thoughts.,[7_SAQ] At the moment I feel determined to stick to my current task until it's complete.,[8_SAQ] Any feelings of inadequacy I experience right now are shared by most people.,[13_SAQ] Right now I don't feel confident in my ability to effectively accomplish my current task.,[9_SAQ] Right now I am giving myself the caring and tenderness I need towards my negative feelings.,[10_SAQ] Right now I believe I can succeed in my current task if I set my mind to it.,[11_SAQ] I am currently struggling with my thoughts.,[14_SAQ] At the moment I don't feel committed to my current task as much as I think I should.
User #26028,93f55b18ecf8427f,2020-04-16 21:05:20 CEST,2020-04-16 21:05:20 CEST,2020-04-16 21:06:24 CEST,64.664,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26028,93f55b18ecf8427f,2020-04-17 10:04:20 CEST,2020-04-17 10:04:20 CEST,2020-04-17 10:08:29 CEST,249.913,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26028,73525faea0f2a9f3,2020-04-17 14:27:23 CEST,2020-04-17 14:27:23 CEST,2020-04-17 15:01:09 CEST,2026.524,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26028,73525faea0f2a9f3,2020-04-17 21:01:55 CEST,2020-04-17 21:01:55 CEST,2020-04-17 21:25:48 CEST,1433.653,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26028,73525faea0f2a9f3,2020-04-18 09:15:03 CEST,2020-04-18 09:15:04 CEST,2020-04-18 09:16:57 CEST,113.839,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26028,73525faea0f2a9f3,2020-04-18 14:36:32 CEST,2020-04-18 15:06:33 CEST,2020-04-18 15:10:56 CEST,2063.455,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26028,73525faea0f2a9f3,2020-04-18 20:26:35 CEST,2020-04-18 20:26:35 CEST,2020-04-18 20:35:54 CEST,559.321,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26028,73525faea0f2a9f3,2020-04-19 09:42:28 CEST,2020-04-19 09:42:29 CEST,2020-04-19 09:43:16 CEST,47.75,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26028,73525faea0f2a9f3,2020-04-19 14:32:10 CEST,2020-04-19 14:32:11 CEST,2020-04-19 14:33:12 CEST,61.946,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree
User #26028,73525faea0f2a9f3,2020-04-19 20:57:12 CEST,2020-04-19 20:57:12 CEST,2020-04-19 20:58:00 CEST,48.064,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26028,None,2020-04-13 21:13:50 CEST,,,Expired,Unknown,,,,,,,,
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-12 09:43:07 CEST,2020-04-12 09:43:07 CEST,2020-04-12 10:22:12 CEST,2345.531,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-12 14:48:59 CEST,2020-04-12 14:48:59 CEST,2020-04-12 15:16:42 CEST,1663.213,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-12 21:29:55 CEST,2020-04-12 21:29:55 CEST,2020-04-12 21:45:51 CEST,955.827,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-13 10:00:02 CEST,2020-04-13 10:00:02 CEST,2020-04-13 10:20:17 CEST,1214.956,Unknown,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-13 15:22:23 CEST,2020-04-13 15:22:23 CEST,2020-04-13 15:25:32 CEST,188.302,Unknown,(ID 3) Neither,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-13 20:23:49 CEST,2020-04-13 20:23:49 CEST,2020-04-13 20:24:37 CEST,48.538,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-14 10:06:46 CEST,2020-04-14 10:06:46 CEST,2020-04-14 10:07:16 CEST,29.758,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-14 14:10:45 CEST,2020-04-14 14:10:45 CEST,2020-04-14 15:40:45 CEST,Expired,Unknown,,,,,,,,
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-14 20:25:17 CEST,2020-04-14 20:25:17 CEST,2020-04-14 20:35:11 CEST,593.74,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-15 09:34:28 CEST,2020-04-15 09:34:28 CEST,2020-04-15 11:04:28 CEST,Expired,Unknown,,,,,,,,
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-15 14:29:58 CEST,2020-04-15 14:29:58 CEST,2020-04-15 14:31:21 CEST,83.16,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-15 21:22:39 CEST,2020-04-15 21:22:39 CEST,2020-04-15 21:23:55 CEST,75.855,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-16 10:17:15 CEST,2020-04-16 10:17:15 CEST,2020-04-16 11:40:01 CEST,4965.856,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-16 15:19:04 CEST,2020-04-16 15:19:04 CEST,2020-04-16 16:49:04 CEST,Expired,Unknown,,,,,,,,
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-16 20:05:11 CEST,2020-04-16 20:05:11 CEST,2020-04-16 20:22:54 CEST,1062.575,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-17 09:01:13 CEST,2020-04-17 09:01:13 CEST,2020-04-17 10:31:13 CEST,Expired,Unknown,,,,,,,,
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-17 15:24:19 CEST,2020-04-17 15:24:19 CEST,2020-04-17 15:35:53 CEST,693.854,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-17 21:19:32 CEST,2020-04-17 21:19:32 CEST,2020-04-17 21:20:16 CEST,44.678,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-18 09:10:52 CEST,2020-04-18 09:10:52 CEST,2020-04-18 09:49:01 CEST,2288.85,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-18 14:42:19 CEST,2020-04-18 14:42:19 CEST,2020-04-18 15:27:53 CEST,2733.807,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-18 21:12:21 CEST,2020-04-18 21:12:21 CEST,2020-04-18 21:14:21 CEST,119.796,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-19 09:34:52 CEST,2020-04-19 09:34:52 CEST,2020-04-19 10:00:59 CEST,1567.343,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-19 14:08:13 CEST,2020-04-19 14:08:13 CEST,2020-04-19 15:38:13 CEST,Expired,Unknown,,,,,,,,
User #26030,EAC7B695CB404BF49CA5C8AD9D59E978,2020-04-19 20:24:13 CEST,2020-04-19 20:24:13 CEST,2020-04-19 20:25:25 CEST,72.287,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-13 09:01:24 CEST,2020-04-13 09:01:24 CEST,2020-04-13 09:17:29 CEST,965.402,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-13 14:39:09 CEST,2020-04-13 14:39:09 CEST,2020-04-13 14:47:36 CEST,506.054,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-13 21:10:15 CEST,2020-04-13 21:10:15 CEST,2020-04-13 21:11:18 CEST,62.929,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-14 09:22:04 CEST,2020-04-14 09:22:04 CEST,2020-04-14 10:20:33 CEST,3509.117,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-14 14:57:58 CEST,2020-04-14 14:57:58 CEST,2020-04-14 15:36:24 CEST,2306.172,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-14 20:52:10 CEST,2020-04-14 20:52:10 CEST,2020-04-14 21:16:45 CEST,1475.073,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-15 10:18:23 CEST,2020-04-15 10:18:23 CEST,2020-04-15 10:21:13 CEST,169.934,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-15 14:55:47 CEST,2020-04-15 14:55:47 CEST,2020-04-15 15:11:27 CEST,939.869,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 3) Neither
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-15 21:29:27 CEST,2020-04-15 21:29:27 CEST,2020-04-15 22:00:28 CEST,1861.264,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-16 10:25:22 CEST,2020-04-16 10:25:22 CEST,2020-04-16 10:46:53 CEST,1291.238,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-16 14:21:26 CEST,2020-04-16 14:21:26 CEST,2020-04-16 15:13:54 CEST,3147.519,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-16 21:03:44 CEST,2020-04-16 21:03:44 CEST,2020-04-16 21:12:45 CEST,541.609,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-17 09:35:00 CEST,2020-04-17 09:35:00 CEST,2020-04-17 11:05:00 CEST,Expired,Unknown,(ID 4) Agree,,,,,,,
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-17 15:17:39 CEST,2020-04-17 15:17:39 CEST,2020-04-17 15:45:16 CEST,1657.014,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-17 20:37:15 CEST,2020-04-17 20:37:15 CEST,2020-04-17 21:38:32 CEST,3676.64,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-18 09:29:18 CEST,2020-04-18 09:29:18 CEST,2020-04-18 10:50:45 CEST,4887.888,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-18 14:29:44 CEST,2020-04-18 14:29:44 CEST,2020-04-18 15:01:09 CEST,1884.934,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-18 20:08:37 CEST,2020-04-18 20:08:37 CEST,2020-04-18 21:04:51 CEST,3374.592,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-19 09:27:31 CEST,2020-04-19 09:27:31 CEST,2020-04-19 10:57:31 CEST,Expired,Unknown,,,,,,,,
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-19 14:00:40 CEST,2020-04-19 14:00:40 CEST,2020-04-19 14:31:13 CEST,1832.565,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-19 20:19:47 CEST,2020-04-19 20:19:47 CEST,2020-04-19 21:20:14 CEST,3626.581,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26035,50CB47531368418CA6675B3B2AD144B3,2020-04-20 09:50:09 CEST,2020-04-20 09:50:09 CEST,2020-04-20 10:54:28 CEST,3859.569,Unknown,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 5) Strongly Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26036,df7ea51c171b8fb9,2020-04-13 09:50:31 CEST,2020-04-13 09:50:32 CEST,2020-04-13 09:53:17 CEST,165.741,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26036,df7ea51c171b8fb9,2020-04-13 15:03:58 CEST,2020-04-13 15:03:58 CEST,2020-04-13 15:24:42 CEST,1244.523,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26036,df7ea51c171b8fb9,2020-04-13 21:13:32 CEST,2020-04-13 21:13:32 CEST,2020-04-13 22:43:32 CEST,Expired,Unknown,,,,,,,,
User #26036,df7ea51c171b8fb9,2020-04-14 09:51:42 CEST,2020-04-14 09:51:43 CEST,2020-04-14 09:53:32 CEST,109.742,Unknown,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26036,df7ea51c171b8fb9,2020-04-14 11:03:23 CEST,2020-04-14 11:03:27 CEST,2020-04-14 11:24:13 CEST,1249.811,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26036,df7ea51c171b8fb9,2020-04-14 14:46:18 CEST,2020-04-14 14:46:19 CEST,2020-04-14 14:59:42 CEST,804.154,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26036,df7ea51c171b8fb9,2020-04-14 20:03:33 CEST,2020-04-14 20:03:33 CEST,2020-04-14 21:33:33 CEST,Expired,Unknown,,,,,,,,
User #26036,df7ea51c171b8fb9,2020-04-15 10:26:55 CEST,2020-04-15 10:26:55 CEST,2020-04-15 10:51:46 CEST,1491.188,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26036,df7ea51c171b8fb9,2020-04-15 14:28:04 CEST,2020-04-15 14:28:04 CEST,2020-04-15 14:43:29 CEST,925.181,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26036,df7ea51c171b8fb9,2020-04-15 20:34:52 CEST,2020-04-15 20:34:53 CEST,2020-04-15 20:36:08 CEST,75.915,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree
User #26036,df7ea51c171b8fb9,2020-04-16 09:04:16 CEST,2020-04-16 09:04:17 CEST,2020-04-16 09:10:50 CEST,393.477,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither
User #26036,df7ea51c171b8fb9,2020-04-16 14:43:57 CEST,2020-04-16 14:43:57 CEST,2020-04-16 14:55:29 CEST,691.678,Unknown,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26036,df7ea51c171b8fb9,2020-04-16 20:39:06 CEST,2020-04-16 20:39:07 CEST,2020-04-16 21:21:35 CEST,2549.365,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 3) Neither
User #26036,df7ea51c171b8fb9,2020-04-17 09:00:45 CEST,2020-04-17 09:00:45 CEST,2020-04-17 09:01:42 CEST,57.497,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 1) Strongly Disagree,(ID 4) Agree
User #26036,df7ea51c171b8fb9,2020-04-17 14:54:44 CEST,2020-04-17 14:54:44 CEST,2020-04-17 14:56:29 CEST,105.333,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree,(ID 4) Agree,(ID 2) Disagree,(ID 1) Strongly Disagree
User #26036,df7ea51c171b8fb9,2020-04-17 20:04:33 CEST,2020-04-17 20:04:33 CEST,2020-04-17 20:47:09 CEST,2556.383,Unknown,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 4) Agree
User #26036,df7ea51c171b8fb9,2020-04-18 10:05:20 CEST,2020-04-18 10:05:20 CEST,2020-04-18 10:36:00 CEST,1839.689,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 2) Disagree
User #26036,df7ea51c171b8fb9,2020-04-18 14:23:49 CEST,2020-04-18 14:23:51 CEST,2020-04-18 15:13:48 CEST,2998.693,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 5) Strongly Agree
User #26036,df7ea51c171b8fb9,2020-04-18 21:11:42 CEST,2020-04-18 21:11:43 CEST,2020-04-18 21:27:40 CEST,958.133,Unknown,(ID 4) Agree,(ID 5) Strongly Agree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 1) Strongly Disagree
User #26036,df7ea51c171b8fb9,2020-04-19 09:00:04 CEST,2020-04-19 09:00:05 CEST,2020-04-19 09:32:04 CEST,1920.282,Unknown,(ID 4) Agree,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 2) Disagree
User #26036,df7ea51c171b8fb9,2020-04-19 14:33:03 CEST,2020-04-19 14:33:03 CEST,2020-04-19 14:36:41 CEST,217.676,Unknown,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 4) Agree,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 2) Disagree,(ID 4) Agree
User #26036,df7ea51c171b8fb9,2020-04-19 21:04:43 CEST,2020-04-19 21:04:43 CEST,2020-04-19 21:49:16 CEST,2672.893,Unknown,(ID 3) Neither,(ID 3) Neither,(ID 4) Agree,(ID 4) Agree,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 2) Disagree,(ID 2) Disagree
User #26036,df7ea51c171b8fb9,2020-04-20 09:17:28 CEST,2020-04-20 09:17:29 CEST,2020-04-20 09:18:20 CEST,Canceled,Unknown,,,,,,,,
User #26041,1d9fafc91b356144,2020-04-13 10:09:37 CEST,2020-04-13 10:09:38 CEST,2020-04-13 10:19:04 CEST,566.964,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 1) Strongly Disagree,(ID 3) Neither,(ID 5) Strongly Agree,(ID 2) Disagree,(ID 3) Neither
User #26041,1d9fafc91b356144,2020-04-13 14:23:40 CEST,2020-04-13 14:23:40 CEST,2020-04-13 14:25:18 CEST,98.483,Unknown,(ID 4) Agree,(ID 4) Agree,(ID 3) Neither,(ID 2) Disagree,(ID 2) Disagree,(ID 4) Agree,(ID 2) Disagree,(ID 3) Neither
User #26041,1d9fafc91b356144,2020-04-13 20:16:57 CEST,2020-04-13 20:16:57 CEST,2020-04-13 21:46:57 CEST,Expired,Unknown,,,,,,,,
User #26041,1d9fafc91b356144,2020-04-14 09:06:08 CEST,2020-04-14 09:06:08 CEST,2020-04-14 10:36:08 CEST,Expired,Unknown,,,,,,,,
